cluster_id,disease,date,state,district,taluk,latitude,longitude,outbreak_intensity
2127,leptospirosis_probable,2020-10-19,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.0
2128,leptospirosis_probable,2020-10-19,Kerala,Pathanamthitta,Konni,9.2667,76.9333,0.0
2129,leptospirosis_probable,2020-10-19,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0
2130,leptospirosis_probable,2020-10-19,Kerala,Malappuram,Ernad,11.1201,76.1197,0.0
2130,leptospirosis_probable,2020-10-27,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0005884801963983
2131,leptospirosis_probable,2020-10-21,Kerala,Kannur,Payyanur,12.1,75.2,0.2995212083706012
2132,leptospirosis_probable,2020-10-22,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0024466276698133
2133,leptospirosis_probable,2020-10-22,Kerala,Alappuzha,Mavelikkara,9.2667,76.55,0.000444723940778
2133,leptospirosis_probable,2020-10-26,Kerala,Alappuzha,Mavelikkara,9.2667,76.55,0.8743930039275141
2134,leptospirosis_probable,2020-10-23,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0
2135,leptospirosis_probable,2020-10-24,Kerala,Ernakulam,North Paravur,10.1333,76.2,0.0
2135,leptospirosis_probable,2020-10-28,Kerala,Ernakulam,North Paravur,10.1333,76.2,0.0
2136,leptospirosis_probable,2020-10-24,Kerala,Palakkad,Mannarkkad,11.0,76.4667,0.0
2136,leptospirosis_probable,2020-10-26,Kerala,Palakkad,Mannarkkad,11.0,76.4667,0.0001612479817127
2137,leptospirosis_probable,2020-10-24,Kerala,Idukki,Idukki,9.8497872,76.9797914,7.329453714217285e-06
2138,leptospirosis_probable,2020-10-27,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,0.0008356985543185
2139,leptospirosis_probable,2020-11-27,Kerala,Thrissur,Chalakudy,10.3,76.3333,0.0
2139,leptospirosis_probable,2020-11-29,Kerala,Ernakulam,Aluva,10.1075,76.3516,0.0
2140,leptospirosis_probable,2020-11-27,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0
2141,leptospirosis_probable,2020-11-28,Kerala,Kollam,Punalur,9.0089,76.9269,0.0
2141,leptospirosis_probable,2020-11-30,Kerala,Kollam,Pathanapuram,9.1,76.87,0.0
2142,leptospirosis_probable,2020-11-29,Kerala,Alappuzha,Kuttanad,9.5833,76.4167,0.0001209359862845
2143,leptospirosis_probable,2021-04-02,Kerala,Alappuzha,Mavelikkara,9.2667,76.55,0.0006541512878311
2144,leptospirosis_probable,2021-06-05,Kerala,Palakkad,Alathur,10.6333,76.55,0.0
2145,leptospirosis_probable,2021-06-06,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0
2146,leptospirosis_probable,2021-07-07,Kerala,Alappuzha,Kuttanad,9.5833,76.4167,0.0
2147,leptospirosis_probable,2021-07-07,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.0
2148,leptospirosis_probable,2021-07-08,Kerala,Idukki,Devikulam,10.0667,77.1,0.0003256937010613
2149,leptospirosis_probable,2021-09-08,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.0
2149,leptospirosis_probable,2021-09-13,Kerala,Palakkad,Palakkad,10.78789845,76.47408711,0.0
2149,leptospirosis_probable,2021-09-15,Kerala,Palakkad,Pattambi,10.8,76.2,0.0
2150,leptospirosis_probable,2021-09-09,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.0
2151,leptospirosis_probable,2021-09-10,Kerala,Kannur,Kannur,11.8763836,75.3737973,0.0
2152,leptospirosis_probable,2021-09-10,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0
2153,leptospirosis_probable,2021-09-10,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0005014191325911
2154,leptospirosis_probable,2021-09-11,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0
2154,leptospirosis_probable,2021-09-14,Kerala,Ernakulam,North Paravur,10.1333,76.2,0.0006573278947702
2154,leptospirosis_probable,2021-09-14,Kerala,Ernakulam,Kochi,9.9312,76.2673,0.0
2155,leptospirosis_probable,2021-09-11,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0003051858788288
2156,leptospirosis_probable,2021-09-12,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.0
2157,leptospirosis_probable,2021-09-14,Kerala,Idukki,Idukki,9.8497872,76.9797914,0.0
2158,leptospirosis_probable,2021-09-14,Kerala,Pathanamthitta,Ranni,9.3833,76.9667,2.6874663618796715e-05
2159,leptospirosis_probable,2021-09-15,Kerala,Alappuzha,Cherthala,9.6833,76.3333,0.0014369846059885
2160,leptospirosis_probable,2021-10-17,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0.0
2161,leptospirosis_probable,2021-10-17,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.0
2162,leptospirosis_probable,2021-10-17,Kerala,Ernakulam,Aluva,10.1075,76.3516,0.0053457607866578
2163,leptospirosis_probable,2021-10-18,Kerala,Palakkad,Alathur,10.6333,76.55,0.0030896555828302
2163,leptospirosis_probable,2021-10-19,Kerala,Palakkad,Chittur,10.7,76.75,0.0197015373380744
2163,leptospirosis_probable,2021-10-23,Kerala,Palakkad,Alathur,10.6333,76.55,0.0
2164,leptospirosis_probable,2021-10-18,Kerala,Malappuram,Perinthalmanna,10.9667,76.2167,0.0
2164,leptospirosis_probable,2021-10-21,Kerala,Palakkad,Pattambi,10.8,76.2,0.0663101582433043
2165,leptospirosis_probable,2021-10-19,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0013687318200091
2166,leptospirosis_probable,2021-10-19,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.0076097462225563
2166,leptospirosis_probable,2021-10-21,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0031408035764438
2167,leptospirosis_probable,2021-10-20,Kerala,Malappuram,Tirur,10.9167,75.9167,0.000476221269563
2167,leptospirosis_probable,2021-10-27,Kerala,Malappuram,Tirur,10.9167,75.9167,0.0095400539851247
2168,leptospirosis_probable,2021-10-24,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.8399452977560921
2168,leptospirosis_probable,2021-10-27,Kerala,Thiruvananthapuram,Kattakkada,8.5667,77.1,0.0
2169,leptospirosis_probable,2021-10-25,Kerala,Alappuzha,Cherthala,9.6833,76.3333,0.0005166132130238
2170,leptospirosis_probable,2021-11-29,Kerala,Malappuram,Tirur,10.9167,75.9167,0.0
2171,leptospirosis_probable,2021-11-29,Kerala,Palakkad,Mannarkkad,11.0,76.4667,0.0
2172,leptospirosis_probable,2021-11-29,Kerala,Idukki,Peerumade,9.5667,76.9667,0.0
2173,leptospirosis_probable,2021-11-30,Kerala,Malappuram,Perinthalmanna,10.9667,76.2167,0.0
2174,leptospirosis_probable,2021-11-30,Kerala,Idukki,Udumbanchola,9.8333,77.1333,0.0007595508429883
2175,leptospirosis_probable,2022-04-01,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0003048844355306
2175,leptospirosis_probable,2022-04-02,Kerala,Ernakulam,Kothamangalam,10.0667,76.6333,0.0001612479817127
2176,leptospirosis_probable,2022-04-01,Kerala,Idukki,Idukki,9.8497872,76.9797914,0.0221151969191843
2177,leptospirosis_probable,2022-06-04,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0
2177,leptospirosis_probable,2022-06-04,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0
2178,leptospirosis_probable,2022-06-05,Kerala,Wayanad,Mananthavady,11.8,76.0,8.062399085639016e-05
2179,leptospirosis_probable,2022-06-05,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.010467464585919
2180,leptospirosis_probable,2022-07-07,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.9216462707441262
2180,leptospirosis_probable,2022-07-07,Kerala,Thrissur,Chavakkad,10.5833,76.0167,4.031199542819508e-05
2181,leptospirosis_probable,2022-07-07,Kerala,Kannur,Kannur,11.8763836,75.3737973,0.0
2181,leptospirosis_probable,2022-07-07,Kerala,Kannur,Kannur,11.8763836,75.3737973,0.1230725220422795
2181,leptospirosis_probable,2022-07-08,Kerala,Kannur,Thalassery,11.75,75.4833,0.0
2182,leptospirosis_probable,2022-09-08,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.0008040892143045
2183,leptospirosis_probable,2022-09-08,Kerala,Kollam,Pathanapuram,9.1,76.87,0.0010455840041916
2183,leptospirosis_probable,2022-09-10,Kerala,Kollam,Punalur,9.0089,76.9269,0.9999999983333334
2184,leptospirosis_probable,2022-09-11,Kerala,Palakkad,Alathur,10.6333,76.55,0.0
2185,leptospirosis_probable,2022-09-12,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0
2185,leptospirosis_probable,2022-09-13,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0005795279225613
2186,leptospirosis_probable,2022-09-13,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0307625826874383
2186,leptospirosis_probable,2022-09-15,Kerala,Malappuram,Tirur,10.9167,75.9167,0.0011488561776688
2187,leptospirosis_probable,2022-09-14,Kerala,Ernakulam,North Paravur,10.1333,76.2,0.0
2188,leptospirosis_probable,2022-09-14,Kerala,Kannur,Payyanur,12.1,75.2,0.0009674878902766
2188,leptospirosis_probable,2022-09-15,Kerala,Kasaragod,Nileshwaram,12.25,75.1,0.0
2189,leptospirosis_probable,2022-09-14,Kerala,Kollam,Kunnathoor,9.0292,76.627,0.0
2190,leptospirosis_probable,2022-09-15,Kerala,Palakkad,Mannarkkad,11.0,76.4667,0.0033862076159683
2191,leptospirosis_probable,2022-09-15,Kerala,Kottayam,Kottayam,9.6287383,76.64553257,0.0
2192,leptospirosis_probable,2022-10-17,Kerala,Palakkad,Pattambi,10.8,76.2,0.0
2193,leptospirosis_probable,2022-10-18,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.0
2193,leptospirosis_probable,2022-10-20,Kerala,Ernakulam,Kothamangalam,10.0667,76.6333,0.0166632039782987
2194,leptospirosis_probable,2022-10-18,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.0007235889058177
2194,leptospirosis_probable,2022-10-21,Kerala,Kannur,Thalassery,11.75,75.4833,0.0049983158315242
2195,leptospirosis_probable,2022-10-19,Kerala,Idukki,Udumbanchola,9.8333,77.1333,0.0
2196,leptospirosis_probable,2022-10-21,Kerala,Kottayam,Vaikom,9.75,76.4,0.0
2197,leptospirosis_probable,2022-10-22,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0
2198,leptospirosis_probable,2022-10-28,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0014820064082663
2199,leptospirosis_probable,2022-11-27,Kerala,Kannur,Taliparamba,12.0333,75.35,0.0
2200,leptospirosis_probable,2022-11-27,Kerala,Kasaragod,Manjeshwaram,12.7167,74.8833,0.0002821839679973
2201,leptospirosis_probable,2022-11-27,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,0.0
2201,leptospirosis_probable,2022-11-28,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,4.031199542819508e-05
2201,leptospirosis_probable,2022-11-30,Kerala,Alappuzha,Mavelikkara,9.2667,76.55,0.0054208262271884
2202,leptospirosis_probable,2022-11-27,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.4795676486085656
2202,leptospirosis_probable,2022-11-30,Kerala,Kannur,Thalassery,11.75,75.4833,0.0202296388133321
2203,leptospirosis_probable,2023-04-02,Kerala,Kannur,Iritty,11.9333,75.7,0.0
2204,leptospirosis_probable,2023-04-02,Kerala,Ernakulam,Kanayannur,9.98408,76.2741457,0.0
2205,leptospirosis_probable,2023-06-03,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0311291366254869
2206,leptospirosis_probable,2023-06-03,Kerala,Thiruvananthapuram,Kattakkada,8.5667,77.1,0.0121805928545879
2207,leptospirosis_probable,2023-06-04,Kerala,Thrissur,Kunnamkulam,10.65,76.0667,0.0
2208,leptospirosis_probable,2023-06-06,Kerala,Kottayam,Vaikom,9.75,76.4,0.0200385472925326
2209,leptospirosis_probable,2023-06-06,Kerala,Kollam,Kunnathoor,9.0292,76.627,0.0
2210,leptospirosis_probable,2023-07-07,Kerala,Wayanad,Sulthan Bathery,11.6667,76.2667,0.0003838136646328
2211,leptospirosis_probable,2023-07-22,Kerala,Idukki,Udumbanchola,9.8333,77.1333,0.0
2212,leptospirosis_probable,2023-09-09,Kerala,Malappuram,Perinthalmanna,10.9667,76.2167,0.0010077998857048
2213,leptospirosis_probable,2023-09-12,Kerala,Palakkad,Alathur,10.6333,76.55,0.0102535985123724
2213,leptospirosis_probable,2023-09-13,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.0052237079897429
2214,leptospirosis_probable,2023-09-14,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0
2215,leptospirosis_probable,2023-09-14,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0
2216,leptospirosis_probable,2023-09-14,Kerala,Kottayam,Kottayam,9.6287383,76.64553257,0.0035005959850464
2216,leptospirosis_probable,2023-09-23,Kerala,Kottayam,Changanassery,9.45,76.5333,0.0
2217,leptospirosis_probable,2023-09-15,Kerala,Idukki,Udumbanchola,9.8333,77.1333,0.0001463176130356
2218,leptospirosis_probable,2023-09-23,Kerala,Ernakulam,Kanayannur,9.98408,76.2741457,0.0145228554859673
2219,leptospirosis_probable,2023-10-07,Kerala,Kannur,Iritty,11.9333,75.7,8.062399085639016e-05
2220,leptospirosis_probable,2023-10-14,Kerala,Alappuzha,Ambalappuzha,9.5006651,76.41241429,0.0007659279131357
2220,leptospirosis_probable,2023-10-26,Kerala,Pathanamthitta,Thiruvalla,9.3833,76.5833,0.0004031199542819
2221,leptospirosis_probable,2023-10-16,Kerala,Palakkad,Alathur,10.6333,76.55,0.0
2222,leptospirosis_probable,2023-10-17,Kerala,Pathanamthitta,Ranni,9.3833,76.9667,0.0010372920682669
2222,leptospirosis_probable,2023-10-19,Kerala,Pathanamthitta,Ranni,9.3833,76.9667,0.0287332283178496
2223,leptospirosis_probable,2023-10-19,Kerala,Kollam,Kunnathoor,9.0292,76.627,0.9999999983333334
2223,leptospirosis_probable,2023-10-20,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0211401313102923
2224,leptospirosis_probable,2023-10-20,Kerala,Malappuram,Ernad,11.1201,76.1197,0.0
2225,leptospirosis_probable,2023-10-21,Kerala,Kasaragod,Nileshwaram,12.25,75.1,0.0
2225,leptospirosis_probable,2023-10-24,Kerala,Kasaragod,Vellarikundu,12.4167,75.2333,0.0
2226,leptospirosis_probable,2023-10-25,Kerala,Idukki,Devikulam,10.0667,77.1,0.0290351777582171
2227,leptospirosis_probable,2023-10-27,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,0.001269861779297
2228,leptospirosis_probable,2023-11-29,Kerala,Idukki,Udumbanchola,9.8333,77.1333,0.0643522249236427
2229,leptospirosis_probable,2024-06-04,Kerala,Kannur,Iritty,11.9333,75.7,0.0068819422831404
2230,leptospirosis_probable,2024-07-07,Kerala,Kottayam,Kottayam,9.6287383,76.64553257,0.0095316754677648
2231,leptospirosis_probable,2024-07-07,Kerala,Alappuzha,Ambalappuzha,9.5006651,76.41241429,0.0
2232,leptospirosis_probable,2024-07-08,Kerala,Ernakulam,Kanayannur,9.98408,76.2741457,5.690032332686208e-05
2233,leptospirosis_probable,2024-09-10,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0052976672849765
2234,leptospirosis_probable,2024-09-11,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0007091165453381
2235,leptospirosis_probable,2024-09-13,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0005442549265616
2236,leptospirosis_probable,2024-10-18,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.0112580413437706
2237,leptospirosis_probable,2024-10-26,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0049190435599402
2238,leptospirosis_probable,2024-10-27,Kerala,Kasaragod,Nileshwaram,12.25,75.1,0.0
2239,malaria,2020-01-01,Kerala,Malappuram,Perinthalmanna,10.9667,76.2167,0.0
2240,malaria,2020-01-02,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0
2241,malaria,2020-03-02,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0
2242,malaria,2020-03-03,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0
2243,malaria,2020-04-04,Kerala,Kannur,Kannur,11.8763836,75.3737973,0.0
2244,malaria,2020-04-05,Kerala,Ernakulam,Kothamangalam,10.0667,76.6333,0.0
2245,malaria,2020-04-05,Kerala,Malappuram,Perinthalmanna,10.9667,76.2167,0.0006990364770895
2246,malaria,2020-04-05,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.0
2247,malaria,2020-04-06,Kerala,Kollam,Pathanapuram,9.1,76.87,0.0
2248,malaria,2020-05-07,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.0
2249,malaria,2020-05-07,Kerala,Palakkad,Mannarkkad,11.0,76.4667,0.0
2250,malaria,2020-05-07,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,0.0
2251,malaria,2020-06-08,Kerala,Thrissur,Chalakudy,10.3,76.3333,0.0
2252,malaria,2020-06-09,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0
2253,malaria,2020-08-11,Kerala,Thrissur,Mukundapuram,10.3333,76.2167,0.0
2254,malaria,2020-08-11,Kerala,Malappuram,Ponnani,10.7667,75.9167,0.0
2255,malaria,2020-08-12,Kerala,Kasaragod,Manjeshwaram,12.7167,74.8833,0.0
2256,malaria,2020-08-12,Kerala,Kannur,Payyanur,12.1,75.2,0.0
2257,malaria,2020-09-13,Kerala,Kasaragod,Manjeshwaram,12.7167,74.8833,0.0
2258,malaria,2020-09-13,Kerala,Idukki,Idukki,9.8497872,76.9797914,0.0
2259,malaria,2020-09-14,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0.0
2260,malaria,2020-10-15,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.0
2261,malaria,2020-10-17,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0
2261,malaria,2020-10-21,Kerala,Thrissur,Kunnamkulam,10.65,76.0667,0.0
2261,malaria,2020-10-23,Kerala,Malappuram,Ponnani,10.7667,75.9167,0.0
2262,malaria,2020-10-17,Kerala,Malappuram,Ernad,11.1201,76.1197,0.0
2263,malaria,2020-10-19,Kerala,Thrissur,Mukundapuram,10.3333,76.2167,0.0104769137845545
2264,malaria,2020-10-19,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0
2265,malaria,2020-10-20,Kerala,Kottayam,Meenachil,9.7167,76.6833,0.0
2266,malaria,2020-10-20,Kerala,Kollam,Punalur,9.0089,76.9269,0.0
2266,malaria,2020-10-21,Kerala,Kollam,Punalur,9.0089,76.9269,0.0025814316515966
2267,malaria,2020-10-21,Kerala,Idukki,Peerumade,9.5667,76.9667,0.0
2267,malaria,2020-10-22,Kerala,Pathanamthitta,Ranni,9.3833,76.9667,0.0
2268,malaria,2020-10-21,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0
2269,malaria,2020-10-21,Kerala,Ernakulam,Kanayannur,9.98408,76.2741457,0.0
2270,malaria,2020-10-22,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,0.0
2271,malaria,2020-10-22,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.693384436300067
2272,malaria,2020-10-23,Kerala,Kasaragod,Kasaragod,12.5035577,74.9907022,0.0
2273,malaria,2020-10-23,Kerala,Palakkad,Alathur,10.6333,76.55,0.0
2274,malaria,2020-11-24,Kerala,Ernakulam,Kanayannur,9.98408,76.2741457,0.0004919699339556
2275,malaria,2020-11-24,Kerala,Idukki,Peerumade,9.5667,76.9667,0.0
2275,malaria,2020-11-25,Kerala,Pathanamthitta,Ranni,9.3833,76.9667,0.0
2276,malaria,2020-12-28,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0
2277,malaria,2020-12-28,Kerala,Thrissur,Mukundapuram,10.3333,76.2167,0.0
2277,malaria,2020-12-29,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0
2278,malaria,2020-12-28,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.0
2279,malaria,2020-12-29,Kerala,Palakkad,Pattambi,10.8,76.2,0.0
2280,malaria,2020-12-30,Kerala,Thiruvananthapuram,Kattakkada,8.5667,77.1,0.0
2281,malaria,2020-12-31,Kerala,Idukki,Devikulam,10.0667,77.1,0.0
2282,malaria,2020-12-31,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0
2283,malaria,2021-01-01,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,0.0
2284,malaria,2021-04-04,Kerala,Thrissur,Talappilly,10.6667,76.25,0.0
2285,malaria,2021-04-04,Kerala,Kannur,Thalassery,11.75,75.4833,0.0
2285,malaria,2021-04-05,Kerala,Kannur,Thalassery,11.75,75.4833,0.8076103715230004
2286,malaria,2021-04-04,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.0
2287,malaria,2021-04-04,Kerala,Pathanamthitta,Mallappally,9.3833,76.6833,0.0
2287,malaria,2021-04-05,Kerala,Pathanamthitta,Adoor,9.1667,76.7333,0.0
2288,malaria,2021-04-04,Kerala,Ernakulam,North Paravur,10.1333,76.2,0.0
2289,malaria,2021-05-07,Kerala,Kannur,Payyanur,12.1,75.2,0.0
2290,malaria,2021-05-08,Kerala,Palakkad,Chittur,10.7,76.75,0.0
2291,malaria,2021-05-08,Kerala,Thiruvananthapuram,Nedumangad,8.6036,77.0031,0.0
2292,malaria,2021-06-08,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.0784086714046973
2293,malaria,2021-08-11,Kerala,Pathanamthitta,Mallappally,9.3833,76.6833,0.0018299317529314
2293,malaria,2021-08-12,Kerala,Pathanamthitta,Mallappally,9.3833,76.6833,0.0015528911380285
2293,malaria,2021-08-12,Kerala,Pathanamthitta,Adoor,9.1667,76.7333,0.2454915212871568
2294,malaria,2021-09-13,Kerala,Palakkad,Pattambi,10.8,76.2,0.0
2295,malaria,2021-09-13,Kerala,Kannur,Iritty,11.9333,75.7,0.0
2296,malaria,2021-09-14,Kerala,Thiruvananthapuram,Chirayinkeezhu,8.6963,76.8153,0.0
2297,malaria,2021-09-14,Kerala,Thrissur,Chalakudy,10.3,76.3333,6.0467993142292616e-05
2298,malaria,2021-09-15,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,0.2523341636762637
2299,malaria,2021-10-15,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0
2299,malaria,2021-10-18,Kerala,Wayanad,Mananthavady,11.8,76.0,0.0
2300,malaria,2021-10-18,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.0
2301,malaria,2021-10-19,Kerala,Kottayam,Changanassery,9.45,76.5333,0.0
2302,malaria,2021-10-20,Kerala,Ernakulam,Kochi,9.9312,76.2673,0.0
2303,malaria,2021-10-21,Kerala,Alappuzha,Cherthala,9.6833,76.3333,1.6124798171278027e-05
2304,malaria,2021-10-21,Kerala,Kannur,Taliparamba,12.0333,75.35,0.0
2305,malaria,2021-10-21,Kerala,Kasaragod,Vellarikundu,12.4167,75.2333,0.0
2305,malaria,2021-10-24,Kerala,Kasaragod,Nileshwaram,12.25,75.1,0.0
2306,malaria,2021-10-21,Kerala,Pathanamthitta,Konni,9.2667,76.9333,0.0
2307,malaria,2021-11-24,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0003863519483742
2308,malaria,2021-11-24,Kerala,Thrissur,Thrissur,10.5256264,76.2132542,0.0017334158034123
2309,malaria,2021-11-24,Kerala,Pathanamthitta,Ranni,9.3833,76.9667,0.3185540050686183
2310,malaria,2021-11-25,Kerala,Ernakulam,Kothamangalam,10.0667,76.6333,0.0
2311,malaria,2021-11-25,Kerala,Idukki,Udumbanchola,9.8333,77.1333,0.0
2312,malaria,2021-11-25,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.0
2313,malaria,2021-11-26,Kerala,Kottayam,Meenachil,9.7167,76.6833,0.0
2314,malaria,2021-12-27,Kerala,Pathanamthitta,Adoor,9.1667,76.7333,0.0010853125260804
2314,malaria,2022-01-01,Kerala,Pathanamthitta,Konni,9.2667,76.9333,0.0
2315,malaria,2021-12-29,Kerala,Thrissur,Talappilly,10.6667,76.25,0.0
2315,malaria,2022-01-02,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.002535039496635
2316,malaria,2021-12-30,Kerala,Wayanad,Mananthavady,11.8,76.0,0.0055394000719919
2317,malaria,2022-01-01,Kerala,Ernakulam,North Paravur,10.1333,76.2,0.0
2318,malaria,2022-04-03,Kerala,Palakkad,Pattambi,10.8,76.2,0.007360971382155
2319,malaria,2022-04-04,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0047905668625644
2319,malaria,2022-04-05,Kerala,Thrissur,Chalakudy,10.3,76.3333,0.006565096398306
2320,malaria,2022-04-04,Kerala,Kottayam,Changanassery,9.45,76.5333,0.2780111085731179
2321,malaria,2022-04-05,Kerala,Pathanamthitta,Konni,9.2667,76.9333,0.9999999983333334
2322,malaria,2022-04-06,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.0
2323,malaria,2022-05-07,Kerala,Thrissur,Kunnamkulam,10.65,76.0667,0.0
2324,malaria,2022-06-10,Kerala,Pathanamthitta,Konni,9.2667,76.9333,0.0
2325,malaria,2022-08-11,Kerala,Kannur,Taliparamba,12.0333,75.35,0.0243599609749048
2326,malaria,2022-09-12,Kerala,Kollam,Kollam,8.8879509,76.5955013,8.958221206265572e-05
2327,malaria,2022-09-12,Kerala,Thiruvananthapuram,Kattakkada,8.5667,77.1,0.0006133365839295
2328,malaria,2022-09-13,Kerala,Kannur,Iritty,11.9333,75.7,0.0
2329,malaria,2022-09-13,Kerala,Idukki,Peerumade,9.5667,76.9667,0.0
2330,malaria,2022-09-14,Kerala,Kottayam,Changanassery,9.45,76.5333,0.0
2331,malaria,2022-09-14,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0
2332,malaria,2022-10-16,Kerala,Malappuram,Kondotty,11.15,75.9667,0.0
2333,malaria,2022-10-17,Kerala,Palakkad,Palakkad,10.78789845,76.47408711,0.0
2334,malaria,2022-10-17,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.0
2335,malaria,2022-10-19,Kerala,Alappuzha,Kuttanad,9.5833,76.4167,0.0
2336,malaria,2022-10-23,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0
2337,malaria,2022-11-23,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0
2338,malaria,2022-11-24,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0
2339,malaria,2022-11-26,Kerala,Alappuzha,Kuttanad,9.5833,76.4167,0.0
2340,malaria,2022-11-26,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.0151792691734696
2341,malaria,2022-12-27,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0293384553355912
2342,malaria,2022-12-28,Kerala,Kollam,Pathanapuram,9.1,76.87,0.0117216258944572
2343,malaria,2022-12-29,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0522932995101263
2343,malaria,2023-01-02,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0039744847946078
2344,malaria,2023-01-01,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.0002015599771409
2345,malaria,2023-03-03,Kerala,Thiruvananthapuram,Nedumangad,8.6036,77.0031,0.0
